"281471446546251","281471446546258","DCH","RU","Russian Federation","Moskva","Moscow","Crelcom LLC","crelcom.ru"
"281471446594211","281471446594211","VPN","DE","Germany","Hessen","Frankfurt am Main","FRAConnect","wookra.com"
"281471446655419","281471446655419","VPN","DE","Germany","Hessen","Frankfurt am Main","FRAConnect","wookra.com"
"281471446708587","281471446708596","DCH","RU","Russian Federation","Moskva","Moscow","JSC Selectel","selectel.com"
"281471446762768","281471446762768","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","IPX - FZCO","iplir.com"
"281471446786859","281471446786860","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Hoofddorp","Moneroj s.r.o.","moneroj.eu"
"281471446863243","281471446863243","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","W1N Ltd","w1n.nl"
"281471446929118","281471446929118","PUB","KZ","Kazakhstan","Qostanay oblysy","Rudnyy","Next Limited","nextlir.com"
"281471446979331","281471446979331","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","TD-K A/S","td-k.dk"
"281471447075907","281471447075907","DCH","TR","Turkiye","Gaziantep","Gaziantep","Ciklet Tasarim Iletisim ve Org. Tic. Ltd. Sti.","ciklet.com.tr"
"281471447151936","281471447151936","PUB","DE","Germany","Hessen","Frankfurt am Main","FRAConnect","wookra.com"
"281471447182336","281471447183359","DCH","IE","Ireland","Dublin","Dublin","Welltel (Ireland) Ltd","welltel.ie"
"281471447256307","281471447256307","DCH","BR","Brazil","Santa Catarina","Lourdes","BKup Telecom","bkup.com.br"
"281471447389174","281471447389174","PUB","CL","Chile","Region Metropolitana de Santiago","Santiago","Comercializadora e Importadora Prestom Chile Ltda","globalcrossing.com"
"281471447694862","281471447694862","PUB","CO","Colombia","Cauca","Morales","Sepcom Comunicaciones SAS","sepcom.com.co"
"281471448183281","281471448183281","PUB","MX","Mexico","Quintana Roo","Nicolas Bravo","Sistemas y Soluciones de Campeche SAS de CV","sys-cam.com"
"281471448558852","281471448558852","PUB","CL","Chile","Region Metropolitana de Santiago","Santiago","Exadatta Servicios Informaticos Limitada","gohosted.eu"
"281471448785331","281471448785331","DCH","BR","Brazil","Minas Gerais","Itamarandiba","Volarehost Internet Ltda ME","volarehost.com.br"
"281471448858845","281471448858847","DCH","BR","Brazil","Para","Campo","Onstark Sistemas Inteligentes Ltda-EPP","onstark.com.br"
"281471448947552","281471448947552","PUB","US","United States of America","New York","New York City","Cloud Colibri S.A","cloudcolibrisa.com"
"281471449186633","281471449186642","DCH","US","United States of America","New York","New York City","Honduras Internet S.A.","hondurasinternetsa.com"
"281471449330849","281471449330855","DCH","SG","Singapore","Singapore","Singapore","SkyDigital Telecom Ltd","skysdigital.net"
"281471449361141","281471449361142","DCH","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","Madeala Telecom Technology Inc","madeala.com"
"281471449438237","281471449438242","PUB","US","United States of America","Texas","Houston","Madeala Telecom Technology Inc","madeala.com"
"281471449532689","281471449532691","VPN","CH","Switzerland","Bern","Bern","Individual Entrepreneur Artem Vasilev","cloudinnovation.com"
"281471449547509","281471449547509","DCH","PK","Pakistan","Punjab","Faisalabad","Cloud Innovation Ltd","cloudinnovation.com"
"281471449575527","281471449575529","DCH","ID","Indonesia","Jakarta Raya","Jakarta","Cloud Innovation Ltd","cloudinnovation.com"
"281471449624924","281471449624924","PUB","PH","Philippines","National Capital Region","Manila","Cloud Innovation Ltd","cloudinnovation.com"
"281471449741528","281471449741544","PUB","VN","Viet Nam","Ha Noi","Hanoi","Madeala Telecom Technology Inc","madeala.com"
"281471449793031","281471449793032","PUB","SG","Singapore","Singapore","Singapore","Hongkong Lightlayer Technology","cloudinnovation.com"
"281471449795549","281471449795549","DCH","IN","India","Maharashtra","Nashik","MilesWeb Internet Services Pvt Ltd","milesweb.com"
"281471449812792","281471449812792","PUB","LK","Sri Lanka","Western Province","Colombo","IT Host BLSYNC","blsync.com"
"281471449823630","281471449823630","DCH","PH","Philippines","National Capital Region","Manila","IT Host BLSYNC","blsync.com"
"281471449869008","281471449869010","DCH","LK","Sri Lanka","Western Province","Colombo","IT Host BLSYNC","blsync.com"
"281471449916260","281471449916260","PUB","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Cloud Innovation Ltd","cloudinnovation.com"
"281471450018355","281471450018355","SES","US","United States of America","California","Los Angeles","Akile Ltd","akile.io"
"281471450066657","281471450066675","DCH","SG","Singapore","Singapore","Singapore","Cloud Innovation Ltd","cloudinnovation.com"
"281471450195823","281471450195823","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Cloud Innovation Ltd","cloudinnovation.com"
"281471450324854","281471450324868","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","Akile Ltd","akile.io"
"281471451488067","281471451488068","PUB","CL","Chile","Region Metropolitana de Santiago","Santiago","Grupo ZGH SpA","zglobalhost.com"
"281471451719845","281471451719846","PUB","GT","Guatemala","Guatemala","Guatemala City","Tangle Network S.A.","tanglenetwork.com"
"281471451967727","281471451967728","PUB","CL","Chile","Region Metropolitana de Santiago","Santiago","Makronet Consulting Tecnologia e Informatica Limitada","mifibra.cl"
"281471452325251","281471452325253","DCH","PY","Paraguay","Amambay","Pedro Juan Caballero","Mongelos Arce Marcial","deltanetpy.net"
"281471452971553","281471452971553","DCH","IN","India","Delhi","Delhi","Apna Infotech Private Limited","apnainfotech.co.in"
"281471453063693","281471453063693","PUB","SG","Singapore","Singapore","Singapore","DZCRD Networks Ltd","dzcrd.com"
"281471453248057","281471453248057","DCH","SG","Singapore","Singapore","Singapore","DZCRD Networks Ltd","dzcrd.com"
"281471453499171","281471453499171","VPN","RU","Russian Federation","Samarskaya oblast'","Samara","JSC ER-Telecom Holding","ertelecom.ru"
"281471453796304","281471453796311","DCH","DE","Germany","Bayern","Gunzenhausen","Hetzner Online GmbH","hetzner.de"
"281471454022186","281471454022186","PUB","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru"
"281471454027730","281471454027741","DCH","KZ","Kazakhstan","Qaraghandy oblysy","Karagandy","Fedinyak Sergey Vyacheslavovich","gohost.kz"
"281471454041517","281471454041517","PUB","RU","Russian Federation","Tverskaya oblast'","Tver'","LAN-Service Ltd.","net-art.cz"
"281471454047957","281471454047963","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru"
"281471454060027","281471454060028","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru"
"281471454078610","281471454078610","PUB","LV","Latvia","Riga","Riga","CGI Global Limited","cloudbackbone.net"
"281471454658816","281471454660352","DCH","FI","Finland","Uusimaa","Helsinki","Atos IT Solutions and Services Oy","atos.net"
"281471454767009","281471454767011","PUB","AM","Armenia","Ararat","Artashat","STCon LLC","gnc.am"
"281471454868336","281471454868351","DCH","CH","Switzerland","Vaud","Lausanne","IP-Max SA","ip-max.net"
"281471454994952","281471454994952","DCH","AZ","Azerbaijan","Baki","Baku","A2Z Technologies CJSC","a2z.az"
"281471454996411","281471454996413","DCH","AZ","Azerbaijan","Baki","Baku","A2Z Technologies CJSC","a2z.az"
"281471454997982","281471454997982","DCH","AZ","Azerbaijan","Baki","Baku","A2Z Technologies CJSC","a2z.az"
"281471455347809","281471455347809","PUB","IT","Italy","Lombardia","Pero","Green Floid LLC","greenfloid.com"
"281471455356892","281471455356893","DCH","BY","Belarus","Minskaya voblasts'","Minsk","Business Network Ltd","bn.by"
"281471455546425","281471455546425","PUB","TR","Turkiye","Istanbul","Istanbul","Tigova Network Limited","tigova.co.uk"
"281471455678074","281471455678076","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT Communications Inc.","gtt.net"
"281471455680330","281471455680336","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT Communications Inc.","gtt.net"
"281471455839362","281471455839362","PUB","HU","Hungary","Budapest","Budapest","23Vnet Kft.","net23.hu"
"281471455851802","281471455851802","PUB","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net"
"281471455902467","281471455902518","DCH","BA","Bosnia and Herzegovina","Federacija Bosne i Hercegovine","Sarajevo","Logosoft Information Engineering and Internet Providing","logosoft.ba"
"281471455971818","281471455971837","DCH","UA","Ukraine","Odeska oblast","Odessa","Skyline Electronics Ltd.","skylinetele.com"
"281471456324352","281471456324352","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","York","VPN Tunnels","iomart.com"
"281471456387667","281471456387683","DCH","RU","Russian Federation","Moskovskaya oblast'","Fryazino","LLC TRC Fiord","fiord.ru"
"281471456393261","281471456393261","PUB","RU","Russian Federation","Moskovskaya oblast'","Fryazino","LLC TRC Fiord","fiord.ru"
"281471457555155","281471457555155","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","MRF Center","mrfcenter.ru"
"281471457615530","281471457615530","PUB","FI","Finland","Uusimaa","Helsinki","Hetzner Online GmbH","hetzner.de"
"281471459937507","281471459937507","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459943452","281471459943452","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459946248","281471459946248","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459948280","281471459948280","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459950925","281471459950925","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459953395","281471459953395","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459954809","281471459954811","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459956894","281471459956894","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459959983","281471459959988","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459964697","281471459964698","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471459972920","281471459972920","PUB","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua"
"281471460127118","281471460127154","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","DigitalOcean LLC","digitalocean.com"
"281471460145566","281471460145566","PUB","DE","Germany","Hessen","Frankfurt am Main","DigitalOcean LLC","digitalocean.com"
"281471460165726","281471460165752","DCH","DE","Germany","Hessen","Frankfurt am Main","DigitalOcean LLC","digitalocean.com"
"281471460220854","281471460220854","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","Kirkland","EliteWork LLC","ukservers.com"
"281471460419980","281471460420015","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com"
"281471462532230","281471462532230","PUB","SG","Singapore","Singapore","Singapore","Amazon Data Services Ireland Ltd","amazon.com"
"281471463206315","281471463206316","PUB","IR","Iran (Islamic Republic of)","Mazandaran","Shahr","Part Payam Paya LLC","partpayam.ir"
"281471463240529","281471463240529","PUB","RU","Russian Federation","Moskva","Moscow","Alexey Geiner","ecrimea.net"
"281471463247872","281471463247873","DCH","RU","Russian Federation","Krasnoyarskiy kray","Krasnoyarsk","IGRA-Service LLC","g-service.ru"
"281471463366305","281471463366571","DCH","RU","Russian Federation","Komi, Respublika","Ukhta","GSP Ltd.","gspnet.ru"
"281471463454691","281471463454703","DCH","RU","Russian Federation","Krasnodarskiy kray","Tuapse","LLC Multiservice","taiget.ru"
"281471464061951","281471464061962","DCH","RU","Russian Federation","Tverskaya oblast'","Kimry","Petersburg Internet Network Ltd.","pinspb.ru"
"281471464121760","281471464121760","PUB","RU","Russian Federation","Rostovskaya oblast'","Taganrog","Interphone Ltd.","midwestwirecable.com"
"281471464909318","281471464909330","DCH","RU","Russian Federation","Tomskaya oblast'","Tomsk","Information-Computer Center Oberon Plus LLC","seversk.ru"
"281471464966101","281471464966101","PUB","SK","Slovakia","Kosicky kraj","Michalovce","Andrex s.r.o.","andrex.sk"
"281471465460272","281471465460351","DCH","DE","Germany","Bayern","Muggenhof","Datev Eg","datev.de"
"281471466862642","281471466862650","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Saint Albans","Internet Utilities Europe and Asia Limited","cyberassets.ae"
"281471468321248","281471468321263","DCH","NL","Netherlands (Kingdom of the)","Gelderland","Arnhem","Dacon BV","breedband.nl"
"281471468487104","281471468487167","VPN","DE","Germany","Nordrhein-Westfalen","Dusseldorf","Aqua Networks Ltd.","privateproxy.me"
"281471468682944","281471468682951","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Derby","Trucost PLC","node4.co.uk"
"281471468780224","281471468780224","PUB","BG","Bulgaria","Sofia (stolitsa)","Sofia","Packet Scale OOD","packetscale.com"
"281471469424441","281471469424441","DCH","RU","Russian Federation","Stavropol'skiy kray","Georgiyevsk","SerDi TeleCom Ltd","serdi.ru"
"281471469586020","281471469586021","DCH","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru"
"281471469716480","281471469716892","DCH","FR","France","Centre-Val de Loire","Saint-Avertin","PLT Connectic SARL","naquadah.net"
"281471469842549","281471469842549","PUB","US","United States of America","Texas","Dallas","Parsun Network Solutions Pty Ltd","parsun.com"
"281471470098624","281471470098624","PUB","PS","Palestine, State of","Ramallah","Ramallah","Zone Technologies Ltd","zone.ps"
"281471470163229","281471470163232","DCH","RU","Russian Federation","Saratovskaya oblast'","Saratov","Dom-TV LLC","fannet.ru"
"281471470217194","281471470217194","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv"
"281471473682407","281471473682737","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Alibaba Cloud - HK","alicloud.com"
