"281472517745271","281472517745271","VPN","AU","Australia","New South Wales","Sydney","Datis Solutions Pty Ltd","datis.com.au","DCH","9009","M247 Europe SRL","1","SPAM"
"281472518372685","281472518372685","PUB","RU","Russian Federation","Moskva","Moscow","LLC VK","mail.ru","DCH","47764","LLC VK","30","-"
"281472518461517","281472518461518","DCH","TH","Thailand","Suphan Buri","Suphan Buri","IDEAMED s.r.o.","bgp.tools","DCH","63989","DE-CORP","1","-"
"281472518581928","281472518581930","DCH","SG","Singapore","Singapore","Singapore","Contabo GmbH","contabo.com","DCH","141995","Contabo Asia Private Limited","1","-"
"281472520951077","281472520951078","PUB","BG","Bulgaria","Sofia (stolitsa)","Sofia","Global Communication Net Plc","gcn.bg","DCH","59463","Vision 2008 Ltd.","30","-"
"281472520970171","281472520970171","DCH","BG","Bulgaria","Sofia (stolitsa)","Sofia","Global Communication Net Plc","gcn.bg","DCH","205352","Kabelnet Ltd","1","-"
"281472521503874","281472521503874","PUB","RU","Russian Federation","Stavropol'skiy kray","Lermontov","Boris Ltd","boris.ltd","DCH","12389","PJSC Rostelecom","30","-"
"281472521563438","281472521563438","DCH","NO","Norway","Viken","Kolbotn","Bahnhof AS","bahnhof.no","DCH","29300","Bahnhof AS","1","-"
"281472521761583","281472521761583","VPN","RU","Russian Federation","Moskva","Moscow","JSC IOT","aoiot.ru","DCH","29182","JSC IOT","27","-"
"281472523188593","281472523188593","DCH","RU","Russian Federation","Kurskaya oblast'","Kursk","JSC ER-Telecom Holding","ertelecom.ru","DCH","59713","JSC ER-Telecom Holding","1","-"
"281472523338079","281472523338080","PUB","RU","Russian Federation","Udmurtskaya Respublika","Kama","Telecommunication Company Kama - Link LLC","darina.su","DCH","61431","Telecommunication Company Kama - Link LLC.","30","-"
"281472523346829","281472523346829","VPN","ES","Spain","Madrid, Comunidad de","Madrid","HostRoyale Technologies Pvt Ltd","hostroyale.com","DCH","203020","HostRoyale Technologies Pvt Ltd","27","-"
"281472523529025","281472523529025","DCH","FR","France","Grand-Est","Lauterbourg","Contabo GmbH","contabo.com","DCH","51167","Contabo GmbH","1","SCANNER"
"281472523603190","281472523603190","PUB","RU","Russian Federation","Moskva","Moscow","Crelcom LLC","crelcom.ru","DCH","210078","Inform-Holding Ltd.","30","-"
"281472523673863","281472523673889","DCH","KG","Kyrgyzstan","Bishkek Shaary","Bishkek","Mega-Line Ltd.","megaline.kg","DCH","41750","Mega-Line Ltd.","1","-"
"281472523838752","281472523839071","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT - EMEA Ltd.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"281472524070833","281472524070833","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","itglobal.com NL B.V.","itglobal.com","DCH","208951","itglobal.com NL B.V.","5","-"
"281472524087184","281472524087184","DCH","RU","Russian Federation","Kaliningradskaya oblast'","Kaliningrad","IP Yashutkin Andrei Vladimirovich","mitel-inter.net","DCH","196786","IP Yashutkin Andrei Vladimirovich","1","-"
"281472525356754","281472525356754","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest","30","-"
"281472525361982","281472525361989","DCH","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest","1","-"
"281472525367355","281472525367355","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest","30","-"
"281472525468317","281472525468318","PUB","UA","Ukraine","Chernivetska oblast","Chernivtsi","PE Dmytro Golubnichiy Volodomirovich","langate.ua","DCH","58309","Langate Ltd","30","-"
"281472525470939","281472525470939","PUB","UA","Ukraine","Kyiv","Kyiv","PE Dmytro Golubnichiy Volodomirovich","langate.ua","DCH","58309","Langate Ltd","30","-"
"281472525475274","281472525475274","PUB","UA","Ukraine","Chernivetska oblast","Novodnistrovsk","PE Dmytro Golubnichiy Volodomirovich","langate.ua","DCH","58309","Langate Ltd","30","-"
"281472525700343","281472525700424","DCH","IT","Italy","Sicilia","Adrano","Aircomm S.r.L.","aircomm.it","DCH","196865","Aircomm S.r.L.","1","-"
"281472525849546","281472525849553","DCH","ES","Spain","Madrid, Comunidad de","Madrid","Bvox World S.L.U.","bvox.net","DCH","13335","CloudFlare Inc","1","-"
"281472526016668","281472526016672","DCH","DE","Germany","Hessen","Frankfurt am Main","LLC Company Interlan Communications","interlan.ru","DCH","199785","Cloud Hosting Solutions Limited.","1","-"
"281472526078282","281472526078282","PUB","RU","Russian Federation","Moskovskaya oblast'","Krasnogorsk","LLC PioneerNet","pioneernet.ru","DCH","47323","LLC PioneerNet","30","-"
"281472526137862","281472526137862","PUB","DE","Germany","Nordrhein-Westfalen","Koeln","Host Europe GmbH","hosteurope.de","DCH","34011","Host Europe GmbH","30","-"
"281472526716837","281472526716838","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","1","-"
"281472526748310","281472526748312","DCH","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","1","-"
"281472526764337","281472526764338","DCH","RU","Russian Federation","Moskva","Moscow","Contel OOO","cloud4box.ru","DCH","204490","Kontel LLC","1","-"
"281472528315588","281472528315647","DCH","CN","China","Nei Mongol","Baotou","China Unicom Innermongolia Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","-"
"281472530120907","281472530120907","VPN","SG","Singapore","Singapore","Singapore","HostRoyale Technologies Pvt Ltd","hostroyale.com","DCH","203020","HostRoyale Technologies Pvt Ltd","1","-"
"281472532402274","281472532402274","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","CAT IDC2 8th & 16th Floor","cattelecom.com","DCH","9335","National Telecom Public Company Limited","1","-"
"281472533389173","281472533389173","DCH","PK","Pakistan","Sindh","Karachi","Transworld Associates (Pvt.) Ltd.","tw1.com","DCH","135407","Trans World Enterprise Services (Private) Limited","1","-"
"281472535786820","281472535786820","VPN","JP","Japan","Ibaraki","Tsukuba","JCom Co. Ltd.","jcom.co.jp","ISP/MOB","9824","JCom Co. Ltd.","7","-"
"281472538883891","281472538883891","DCH","CN","China","Shanxi","Taiyuan","ChinaNet Shanxi Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","4","SCANNER"
"281472542701118","281472542701118","PUB","KH","Cambodia","Phnom Penh","Phnom Penh","Cogetel Online","cogetel.com.kh","ISP","23673","Cogetel Online Cambodia ISP","1","SPAM/SCANNER"
"281472548231168","281472548233215","DCH","JP","Japan","Tokyo","Tokyo","Fujitsu Cloud Technologies Limited","fjct.fujitsu.com","DCH","55374","Fujitsu Limited","1","-"
"281472549984093","281472549984400","DCH","SG","Singapore","Singapore","Singapore","Huawei International Pte. Ltd.","huawei.com","DCH","136907","Huawei Clouds","1","-"
"281472552270910","281472552270913","DCH","IN","India","Maharashtra","Mumbai","Microscan Computers Private Limited","microscan.co.in","DCH","55352","Microscan Internet Limited","1","-"
"281472554752615","281472554752615","DCH","CN","China","Tianjin","Tianjin","China Unicom Tianjin Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","SPAM"
"281472558498742","281472558498757","DCH","BD","Bangladesh","Dhaka","Dhaka","Optimax Communication Ltd","epldt.com","DCH","38031","Optimax Communication Ltd","1","-"
"281472558850895","281472558850895","DCH","CN","China","Hebei","Handan","ChinaNet Hebei Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","19","SCANNER"
"281472559127771","281472559128026","DCH","CN","China","Guangdong","Guangzhou","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com","DCH","45090","Shenzhen Tencent Computer Systems Company Limited","1","-"
"281472559395933","281472559395933","VPN","JP","Japan","Gunma","Tatebayashi","Asahi Net Inc.","asahi-net.jp","ISP","4685","Asahi Net","1","-"
"281472565693987","281472565694051","DCH","CN","China","Guangdong","Shenzhen","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","1","-"
"281472567000139","281472567000177","DCH","CN","China","Guangdong","Guangzhou","China Unicom Guangdong Province Network","chinaunicom.com","DCH","17622","China Unicom Guangzhou network","1","-"
"281472568926626","281472568926654","DCH","CN","China","Zhejiang","Hangzhou","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd.","1","-"
"281472573091689","281472573091689","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Seongnam","KT Corporation","kt.com","ISP/MOB","4766","Korea Telecom","3","-"
"281472576480000","281472576480106","DCH","CN","China","Shandong","Zaozhuang","China Unicom Shandong Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","-"
"281472578271757","281472578271757","PUB","HK","Hong Kong","Hong Kong","Hong Kong","HKBN Enterprise Solutions Limited","hkbnes.net","DCH","9269","Hong Kong Broadband Network Ltd","30","-"
"281472579469584","281472579469727","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3549","Level 3 Parent LLC","1","-"
"281472579843464","281472579843471","DCH","JP","Japan","Osaka","Osaka","NTT","ntt-group.com","DCH","17506","Arteria Networks Corporation","1","-"
"281472580376936","281472580376943","DCH","JP","Japan","Kyoto","Otsuka","Otsuka Corporation","otsuka-shokai.co.jp","DCH","17506","Arteria Networks Corporation","1","-"
"281472581351491","281472581351494","DCH","CN","China","Hubei","Wuhan","China Unicom Hubei Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","1","-"
"281472581613603","281472581613603","PUB","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com","DCH","17809","Vee Time Corp.","30","-"
"281472581627537","281472581627556","DCH","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com","DCH","17809","Vee Time Corp.","1","-"
"281472582526694","281472582526694","PUB","CN","China","Guangdong","Shaoguan","ChinaNet Guangdong Province Network","chinatelecom.com.cn","DCH","140318","CHINATELECOM Guangdong Province Heyuan 5G Network","19","-"
"281472583831060","281472583831060","PUB","CN","China","Guangdong","Zhaoqing","ChinaNet Guangdong Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","23","-"
"281472585300850","281472585300850","PUB","CN","China","Guangdong","Zhongshan","ChinaNet Guangdong Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","18","-"
"281472585786062","281472585786062","DCH","CN","China","Guizhou","Guiyang","ChinaNet Shandong Province Network","chinatelecom.com.cn","DCH","58519","Cloud Computing Corporation","24","SCANNER"
"281472590167040","281472590167043","DCH","US","United States of America","California","Los Angeles","Easy Link LLC","easylinkserver.com","DCH","46783","Easy Link LLC","1","-"
"281472591984610","281472591984610","PUB","CN","China","Hunan","Changsha","ChinaNet Hunan Province Network","chinatelecom.com.cn","DCH","63835","No.293 Wanbao Avenue","1","-"
"281472593233506","281472593233506","DCH","CN","China","Liaoning","Liaoyang","China Unicom Liaoning Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","27","SCANNER"
"281472596577970","281472596577970","VPN","TW","Taiwan (Province of China)","Taipei","Taipei","Chunghwa Telecom Data Communication Business Group","hinet.net","ISP","3462","Data Communication Business Group","28","-"
"281472598797604","281472598797604","PUB","CN","China","Beijing","Beijing","Beijing Jingdong 360 Degree E-Commerce Co. Ltd.","jd.com","DCH","23724","IDC China Telecommunications Corporation","30","-"
"281472600751962","281472600751962","DCH","CN","China","Anhui","Hefei","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","12","SCANNER"
"281472601042794","281472601042794","DCH","CN","China","Anhui","Ma'anshan","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","-"
"281472601327557","281472601327559","DCH","CN","China","Anhui","Chizhou","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","-"
"281472601846954","281472601846957","DCH","CN","China","Jiangsu","Nanjing","Nanjing Xinfeng Information Technologies Inc.","greatbit.com","DCH","21859","Zenlayer Inc","1","-"
"281472602179581","281472602179582","SES","SG","Singapore","Singapore","Singapore","Huawei Cloud SG","huaweicloud.com","SES/AIC","136907","Huawei Clouds","1","-"
"281472602184658","281472602184658","SES","SG","Singapore","Singapore","Singapore","Huawei Cloud SG","huaweicloud.com","SES/AIC","136907","Huawei Clouds","1","-"
"281472603176026","281472603176058","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Vapeline Technology (HK). Limited","vapeline-idc.com","DCH","401696","CognetCloud Inc","1","-"
"281472604840224","281472604840255","DCH","JP","Japan","Tokyo","Tokyo","NTT Docomo Business Inc.","ntt.com","DCH","4713","NTT Docomo Business Inc.","1","-"
"281472606091912","281472606091943","DCH","JP","Japan","Tokyo","Tokyo","NTT Docomo Business Inc.","ntt.com","DCH","4713","NTT Docomo Business Inc.","1","-"
"281472609431296","281472609431299","DCH","CN","China","Jiangsu","Yangzhou","ChinaNet Jiangsu Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","1","-"
"281472609496766","281472609496766","PUB","CN","China","Jiangsu","Nantong","ChinaNet Jiangsu Province Network","chinatelecom.com.cn","DCH","4134","China Telecom","30","-"
"281472610204277","281472610204277","PUB","CN","China","Beijing","Beijing","China Unicom Beijing Province Network","chinaunicom.com","ISP/MOB","4808","China Unicom Beijing Province Network","19","-"
"281472613189131","281472613189364","DCH","TH","Thailand","Kamphaeng Phet","Kamphaeng Phet","United Information Highway Co. Ltd.","uih.co.th","DCH","38794","UIH","1","-"
"281472614417468","281472614417468","DCH","CN","China","Henan","Luoyang","China Unicom Henan Province Network","chinaunicom.com","DCH","4837","China Unicom China169 Backbone","9","SCANNER"
